X,Y,Z,ElapsedTime,LoopTime
0.24,0.04,-9.49,1394.67,0.013
-0.08,0.00,-10.04,1394.68,0.013
-0.20,0.08,-9.89,1394.69,0.012
0.00,-0.08,-10.12,1394.71,0.014
0.12,0.04,-9.96,1394.72,0.012
-0.20,0.35,-9.61,1394.73,0.013
-0.08,0.04,-9.89,1394.75,0.012
-0.04,0.08,-9.92,1394.76,0.014
-0.31,0.00,-9.89,1394.77,0.012
0.35,0.27,-10.08,1394.78,0.012
0.04,-0.04,-9.77,1394.80,0.013
0.08,-0.08,-9.92,1394.81,0.013
0.43,0.51,-10.47,1394.82,0.012
-0.04,-0.04,-10.20,1394.83,0.014
-0.08,0.08,-10.00,1394.85,0.012
-0.08,0.12,-9.96,1394.86,0.013
-0.08,0.24,-9.96,1394.87,0.012
-0.16,0.04,-9.81,1394.89,0.014
0.16,0.43,-10.24,1394.90,0.012
0.08,0.04,-10.04,1394.91,0.013
0.04,0.08,-9.96,1394.92,0.013
-0.12,-0.20,-9.41,1394.94,0.013
-0.12,0.20,-10.32,1394.95,0.012
0.12,0.00,-9.92,1394.96,0.014
-0.08,0.00,-9.96,1394.97,0.012
-0.24,-0.47,-9.53,1394.99,0.013
0.04,0.08,-9.65,1395.00,0.012
0.00,0.04,-10.12,1395.01,0.014
-0.16,0.47,-10.40,1395.03,0.012
0.00,-0.04,-9.61,1395.04,0.013
0.24,0.16,-9.10,1395.05,0.013
0.31,0.08,-8.98,1395.06,0.013
-0.16,-0.04,-9.41,1395.08,0.012
-0.04,0.12,-9.57,1395.09,0.014
-0.20,0.27,-9.41,1395.10,0.012
-0.08,0.24,-9.10,1395.12,0.013
-0.12,0.24,-9.14,1395.13,0.012
-0.20,0.24,-9.22,1395.14,0.014
0.12,-0.31,-9.65,1395.15,0.012
0.63,0.24,-8.87,1395.17,0.013
0.27,0.08,-8.98,1395.18,0.013
-0.39,0.00,-8.83,1395.19,0.013
0.55,0.12,-9.02,1395.20,0.012
-0.31,0.00,-9.45,1395.22,0.014
0.00,0.00,-9.49,1395.23,0.012
0.35,0.04,-8.83,1395.24,0.012
0.04,0.12,-9.14,1395.25,0.013
-0.08,0.00,-9.81,1395.27,0.013
-0.20,0.59,-10.20,1395.28,0.013
0.12,-0.08,-10.16,1395.29,0.012
-20.08,12.59,-20.08,1395.31,0.014
4.00,0.94,-8.39,1395.32,0.013
3.37,1.80,-9.06,1395.33,0.012
-0.47,-0.59,-10.28,1395.35,0.014
0.71,1.26,-10.43,1395.36,0.012
-0.78,-0.27,-11.77,1395.37,0.013
-0.51,0.08,-11.57,1395.38,0.012
-0.90,-0.63,-10.67,1395.40,0.014
1.49,0.71,-8.94,1395.41,0.013
0.00,-0.51,-11.61,1395.42,0.012
0.75,0.08,-10.63,1395.44,0.014
0.08,-0.20,-10.00,1395.45,0.012
0.35,0.78,-10.24,1395.46,0.013
0.04,-0.59,-10.40,1395.47,0.013
0.47,0.04,-10.59,1395.49,0.013
0.16,-0.27,-10.90,1395.50,0.013
-0.04,0.43,-10.55,1395.51,0.013
0.00,0.63,-9.77,1395.53,0.013
-0.04,0.59,-10.24,1395.54,0.012
0.47,-0.12,-9.85,1395.55,0.013
-0.20,0.31,-10.51,1395.56,0.013
0.04,-0.35,-9.49,1395.58,0.013
0.00,0.24,-10.00,1395.59,0.012
0.20,0.04,-9.69,1395.60,0.014
-0.04,0.16,-10.00,1395.61,0.012
0.27,0.00,-9.89,1395.63,0.013
-0.20,0.20,-10.04,1395.64,0.013
0.35,-0.04,-10.16,1395.65,0.012
-0.04,0.04,-10.04,1395.66,0.013
0.27,-0.04,-9.45,1395.68,0.012
-0.08,0.16,-10.12,1395.69,0.014
0.08,0.12,-9.92,1395.70,0.012
0.00,-0.24,-9.85,1395.72,0.013
-0.08,0.12,-10.00,1395.73,0.013
-0.08,0.35,-9.89,1395.74,0.013
0.04,-0.12,-9.65,1395.75,0.012
-0.47,-0.04,-10.32,1395.77,0.014
0.12,-0.08,-9.81,1395.78,0.012
0.08,0.12,-10.12,1395.79,0.013
0.00,0.00,-9.92,1395.80,0.012
0.00,-0.08,-9.77,1395.82,0.014
0.12,0.16,-9.89,1395.83,0.012
-0.08,0.20,-9.81,1395.84,0.013
-0.12,-0.47,-9.73,1395.86,0.013
0.04,0.20,-10.00,1395.87,0.013
0.04,0.20,-10.04,1395.88,0.012
-0.04,-0.16,-9.38,1395.90,0.014
-0.04,0.16,-9.81,1395.91,0.012
0.08,0.00,-9.96,1395.92,0.013
0.04,-0.04,-10.04,1395.93,0.012
0.12,0.08,-9.96,1395.95,0.014
0.08,0.16,-9.89,1395.96,0.012
0.35,0.20,-10.08,1395.97,0.013
0.00,0.00,-10.08,1395.98,0.013
0.00,0.24,-10.04,1396.00,0.013
0.12,0.12,-9.81,1396.01,0.012
-0.24,-0.20,-9.73,1396.02,0.014
0.08,0.20,-9.96,1396.03,0.012
-0.04,0.16,-10.20,1396.05,0.013
0.31,0.24,-10.67,1396.06,0.012
0.35,0.08,-10.12,1396.07,0.014
0.04,0.04,-10.12,1396.09,0.012
0.16,0.00,-9.89,1396.10,0.013
0.16,-0.08,-10.36,1396.11,0.013
0.08,0.16,-10.12,1396.12,0.013
0.04,-0.16,-9.81,1396.14,0.013
0.00,-0.08,-10.83,1396.15,0.013
0.16,0.04,-10.63,1396.16,0.013
0.20,0.00,-10.47,1396.18,0.012
-0.27,0.00,-10.32,1396.19,0.013
0.16,0.27,-10.16,1396.20,0.013
-0.20,0.08,-10.67,1396.21,0.013
0.31,0.55,-11.22,1396.23,0.012
-0.12,0.27,-10.83,1396.24,0.014
-0.43,0.08,-10.90,1396.25,0.013
0.35,0.04,-10.67,1396.26,0.012
0.71,0.16,-10.71,1396.28,0.014
0.04,0.16,-10.83,1396.29,0.012
-0.55,0.51,-10.87,1396.30,0.013
0.08,0.20,-11.26,1396.32,0.012
0.20,-0.12,-10.67,1396.33,0.014
-0.08,-0.71,-10.16,1396.34,0.013
0.04,0.35,-10.51,1396.35,0.012
-0.51,-0.98,-9.92,1396.37,0.014
-1.77,0.98,-10.00,1396.38,0.012
1.22,0.71,-10.12,1396.39,0.013
-1.65,0.12,-11.02,1396.41,0.014
0.71,-0.27,-9.30,1396.42,0.012
0.51,0.12,-9.49,1396.43,0.013
0.35,-0.08,-8.43,1396.44,0.012
0.75,0.86,-8.71,1396.46,0.014
-0.51,0.27,-9.22,1396.47,0.012
0.27,0.00,-8.98,1396.48,0.013
-0.20,-0.39,-9.65,1396.50,0.013
-0.24,0.31,-9.26,1396.51,0.013
0.08,0.75,-9.85,1396.52,0.012
-0.12,-0.35,-9.34,1396.54,0.014
1.02,0.24,-8.87,1396.55,0.012
0.12,-0.27,-9.45,1396.56,0.013
0.39,0.39,-9.02,1396.57,0.012
-0.12,-0.24,-9.38,1396.59,0.014
-0.55,0.31,-9.96,1396.60,0.012
0.20,-0.16,-9.06,1396.61,0.013
0.04,-0.20,-9.06,1396.62,0.013
0.31,0.20,-9.18,1396.64,0.013
0.24,0.12,-9.96,1396.65,0.012
0.08,0.39,-9.85,1396.66,0.014
0.27,-0.24,-10.04,1396.68,0.012
-0.16,-0.04,-9.65,1396.69,0.013
0.35,-0.12,-9.73,1396.70,0.012
-0.16,0.20,-10.12,1396.71,0.014
0.00,0.08,-10.12,1396.73,0.012
-0.08,0.04,-9.77,1396.74,0.013
0.16,-0.12,-9.85,1396.75,0.013
0.08,0.04,-9.57,1396.76,0.013
0.12,0.08,-9.96,1396.78,0.012
0.04,0.04,-10.12,1396.79,0.014
-0.04,0.00,-9.69,1396.80,0.012
-0.08,0.20,-9.92,1396.82,0.013
0.08,0.12,-9.89,1396.83,0.012
-0.08,-0.20,-9.53,1396.84,0.014
0.24,0.08,-10.04,1396.85,0.012
0.20,-0.04,-9.92,1396.87,0.013
0.04,0.39,-9.92,1396.88,0.013
-0.20,0.08,-9.77,1396.89,0.013
0.04,0.16,-9.92,1396.90,0.012
-0.20,0.12,-9.81,1396.92,0.014
-0.24,-0.08,-10.51,1396.93,0.012
0.08,0.04,-9.77,1396.94,0.013
-0.08,0.12,-9.85,1396.96,0.012
-0.08,0.63,-10.55,1396.97,0.014
-0.16,0.12,-10.04,1396.98,0.012
0.24,0.08,-9.96,1396.99,0.013
-0.20,0.78,-10.32,1397.01,0.014
-0.12,0.08,-9.77,1397.02,0.012
0.00,0.04,-10.00,1397.03,0.013
-0.04,-0.04,-9.57,1397.05,0.013
0.16,0.04,-10.04,1397.06,0.012
0.08,0.04,-9.65,1397.07,0.012
0.12,-0.16,-9.77,1397.08,0.014
0.39,0.20,-9.89,1397.10,0.012
0.04,0.04,-9.89,1397.11,0.012
-0.12,0.12,-9.92,1397.12,0.013
0.27,0.04,-10.08,1397.13,0.013
0.20,0.04,-10.00,1397.15,0.013
0.16,-0.08,-9.85,1397.16,0.012
0.39,0.27,-10.12,1397.17,0.014
0.12,0.35,-10.00,1397.18,0.012
0.12,0.08,-9.85,1397.20,0.012
0.43,0.27,-10.16,1397.21,0.014
0.00,0.04,-9.92,1397.22,0.012
-0.08,0.16,-9.73,1397.23,0.012
0.04,0.20,-9.53,1397.25,0.012
0.04,0.20,-9.14,1397.26,0.013
-0.08,0.04,-9.41,1397.27,0.013
0.20,0.24,-9.61,1397.28,0.012
-0.04,0.43,-9.53,1397.30,0.014
0.12,0.16,-9.18,1397.31,0.012
0.00,0.20,-8.90,1397.32,0.013
-0.43,0.27,-9.22,1397.34,0.012
-0.27,0.31,-9.57,1397.35,0.014
0.63,0.20,-8.98,1397.36,0.012
-0.12,0.00,-9.02,1397.37,0.013
0.12,0.12,-8.98,1397.39,0.013
0.71,0.00,-8.90,1397.40,0.013
-0.24,0.24,-9.02,1397.41,0.012
-1.06,0.16,-9.57,1397.43,0.014
0.63,0.35,-9.10,1397.44,0.012
-0.20,-0.04,-9.38,1397.45,0.013
0.71,-0.08,-9.18,1397.46,0.012
-0.12,0.16,-9.89,1397.48,0.014
0.24,-0.04,-10.12,1397.49,0.012
0.39,0.04,-10.63,1397.50,0.013
-16.16,6.71,-20.04,1397.52,0.013
2.24,-1.10,-7.02,1397.53,0.013
-1.80,0.31,-9.89,1397.54,0.012
-0.04,-0.55,-9.26,1397.55,0.014
-0.16,0.27,-11.77,1397.57,0.012
1.22,-0.08,-11.30,1397.58,0.013
-0.12,-0.04,-11.41,1397.59,0.014
1.49,0.51,-8.79,1397.60,0.012
-1.18,0.75,-11.38,1397.62,0.013
0.47,-0.47,-10.47,1397.63,0.012
0.43,-0.20,-10.43,1397.64,0.014
-0.12,-0.16,-10.87,1397.66,0.012
0.47,0.63,-9.85,1397.67,0.013
-0.08,0.04,-10.43,1397.68,0.014
0.24,0.16,-10.87,1397.69,0.012
0.20,0.24,-11.61,1397.71,0.013
0.20,0.71,-9.41,1397.72,0.013
0.08,-0.20,-10.43,1397.73,0.013
-0.31,0.47,-10.47,1397.75,0.012
0.35,-0.35,-9.85,1397.76,0.013
0.24,0.08,-10.08,1397.77,0.014
0.00,0.08,-10.32,1397.78,0.012
-0.12,0.51,-10.20,1397.80,0.013
-0.04,0.31,-9.89,1397.81,0.013
0.08,0.47,-10.24,1397.82,0.013
0.04,0.12,-10.20,1397.84,0.012
0.31,-0.04,-9.89,1397.85,0.014
0.08,0.00,-9.81,1397.86,0.012
-0.43,-0.16,-9.65,1397.87,0.013
0.27,0.12,-10.24,1397.89,0.012
0.24,0.12,-10.04,1397.90,0.014
0.20,-0.16,-9.65,1397.91,0.012
0.08,-0.24,-9.81,1397.93,0.013
0.04,0.12,-9.81,1397.94,0.013
0.16,0.00,-9.85,1397.95,0.013
-0.08,-0.20,-9.65,1397.96,0.012
0.00,0.08,-10.16,1397.98,0.014
0.04,0.16,-10.04,1397.99,0.012
0.20,0.39,-10.28,1398.00,0.013
0.12,0.20,-10.12,1398.01,0.012
0.04,-0.12,-9.92,1398.03,0.013
-0.59,-0.27,-9.18,1398.04,0.013
-0.16,0.20,-10.20,1398.05,0.012
0.20,0.04,-9.89,1398.07,0.014
0.27,-0.08,-9.69,1398.08,0.012
-0.04,0.00,-9.92,1398.09,0.013
0.04,-0.04,-9.96,1398.10,0.013
0.08,-0.20,-9.73,1398.12,0.013
-0.08,-0.04,-9.89,1398.13,0.012
-0.04,0.04,-9.96,1398.14,0.013
0.12,0.35,-9.92,1398.15,0.013
0.16,0.67,-10.47,1398.17,0.013
0.08,0.00,-9.85,1398.18,0.012
0.20,0.12,-10.00,1398.19,0.014
-0.16,0.39,-10.36,1398.21,0.012
-0.08,0.12,-10.20,1398.22,0.013
0.12,-0.08,-9.85,1398.23,0.013
0.59,0.08,-10.12,1398.24,0.013
0.12,0.08,-10.43,1398.26,0.012
0.16,0.16,-10.16,1398.27,0.013
0.16,0.24,-10.55,1398.28,0.013
-0.16,0.04,-9.96,1398.29,0.013
0.16,0.16,-10.00,1398.31,0.012
-0.16,0.08,-9.96,1398.32,0.014
0.12,0.31,-10.32,1398.33,0.013
0.04,0.00,-10.20,1398.35,0.012
-0.16,0.04,-10.63,1398.36,0.014
0.27,-0.27,-10.55,1398.37,0.012
0.08,0.20,-10.59,1398.38,0.013
0.04,0.12,-10.47,1398.40,0.012
0.39,0.24,-10.75,1398.41,0.014
0.31,0.04,-10.63,1398.42,0.013
0.00,0.20,-10.59,1398.44,0.012
0.27,0.24,-10.24,1398.45,0.014
-0.24,0.16,-10.55,1398.46,0.012
0.35,-0.20,-10.32,1398.47,0.013
-0.08,0.51,-10.16,1398.49,0.013
0.00,0.12,-10.71,1398.50,0.013
-0.24,0.24,-10.94,1398.51,0.013
0.55,0.31,-11.14,1398.53,0.012
0.27,0.12,-10.47,1398.54,0.014
0.04,0.39,-10.51,1398.55,0.012
0.20,0.16,-10.63,1398.56,0.013
5.49,-4.20,-10.47,1398.58,0.013
-2.63,0.51,-10.43,1398.59,0.013
0.98,0.39,-9.85,1398.60,0.013
0.63,0.75,-9.89,1398.62,0.013
-1.41,-0.35,-9.49,1398.63,0.013
-0.04,0.31,-9.26,1398.64,0.012
-0.31,-0.51,-9.14,1398.65,0.013
0.35,-0.24,-8.47,1398.67,0.013
-0.39,0.39,-9.26,1398.68,0.013
-0.12,0.16,-9.18,1398.69,0.012
0.27,-0.08,-8.87,1398.71,0.014
0.16,-0.16,-9.38,1398.72,0.012
0.39,0.55,-9.41,1398.73,0.013
-0.20,0.12,-9.65,1398.74,0.013
1.10,0.20,-8.36,1398.76,0.013
-0.47,-0.20,-9.65,1398.77,0.012
-0.51,-0.12,-10.28,1398.78,0.013
0.59,-0.12,-9.18,1398.79,0.013
-1.02,0.24,-10.04,1398.81,0.013
1.06,0.39,-9.14,1398.82,0.012
0.31,0.27,-8.98,1398.83,0.014
0.12,0.12,-9.30,1398.85,0.012
0.08,0.00,-9.81,1398.86,0.013
0.04,0.04,-9.89,1398.87,0.013
0.00,0.00,-10.08,1398.88,0.013
0.00,0.00,-10.00,1398.90,0.012
0.39,0.08,-9.81,1398.91,0.013
0.08,0.24,-9.92,1398.92,0.013
-0.24,0.00,-9.89,1398.93,0.013
0.04,0.16,-10.12,1398.95,0.012
0.47,0.00,-9.61,1398.96,0.014
-0.08,0.08,-9.81,1398.97,0.012
0.24,0.47,-10.12,1398.98,0.012
0.20,0.31,-10.12,1399.00,0.014
0.16,0.12,-9.92,1399.01,0.013
0.55,0.31,-9.81,1399.02,0.012
0.00,0.04,-9.61,1399.04,0.013
0.08,0.04,-9.89,1399.05,0.013
0.04,0.08,-10.16,1399.06,0.012
0.08,-0.04,-10.00,1399.07,0.013
-0.08,0.20,-9.96,1399.09,0.013
0.04,-0.16,-9.45,1399.10,0.013
-0.39,-0.12,-9.61,1399.11,0.012
-0.08,0.27,-10.40,1399.13,0.014
0.00,0.00,-9.96,1399.14,0.012
0.20,0.31,-10.04,1399.15,0.012
0.08,-0.24,-9.69,1399.16,0.012
0.04,0.04,-9.92,1399.18,0.014
0.08,0.20,-9.92,1399.19,0.012
0.00,0.35,-10.00,1399.20,0.013
0.16,0.00,-9.77,1399.21,0.013
0.12,0.08,-9.89,1399.23,0.013
-0.08,0.31,-10.43,1399.24,0.012
-0.04,0.12,-9.89,1399.25,0.014
0.00,0.12,-9.77,1399.27,0.012
0.31,0.24,-10.16,1399.28,0.013
0.04,0.39,-10.12,1399.29,0.012
-0.08,0.20,-10.08,1399.30,0.014
-0.12,0.43,-9.96,1399.32,0.012
0.08,0.16,-10.32,1399.33,0.013
0.16,0.16,-9.85,1399.34,0.014
0.27,0.00,-9.89,1399.35,0.012
0.16,0.00,-10.04,1399.37,0.013
0.12,0.00,-9.96,1399.38,0.013
-0.04,0.00,-10.00,1399.39,0.013
-0.16,0.12,-10.12,1399.41,0.012
0.04,0.12,-9.69,1399.42,0.013
-0.12,-0.04,-9.57,1399.43,0.013
0.31,0.00,-9.65,1399.44,0.012
-0.12,0.31,-9.45,1399.46,0.013
0.31,0.16,-9.14,1399.47,0.013
0.00,0.12,-9.57,1399.48,0.013
0.00,0.00,-9.69,1399.49,0.012
0.27,0.08,-8.90,1399.51,0.014
-0.08,-0.16,-9.10,1399.52,0.012
0.24,0.08,-9.38,1399.53,0.013
0.90,0.00,-8.87,1399.55,0.012
0.31,0.31,-8.94,1399.56,0.014
-1.45,0.16,-9.53,1399.57,0.012
0.20,0.08,-8.75,1399.58,0.013
-0.12,0.27,-9.14,1399.60,0.013
-0.20,0.04,-9.30,1399.61,0.013
0.24,-0.04,-8.71,1399.62,0.012
-0.12,0.16,-9.41,1399.64,0.014
0.20,-0.08,-9.18,1399.65,0.012
-0.20,0.31,-9.22,1399.66,0.013
0.16,0.20,-9.34,1399.67,0.012
0.12,-0.20,-9.81,1399.69,0.013
0.24,-0.08,-10.43,1399.70,0.013
0.71,0.20,-11.45,1399.71,0.013
2.12,0.00,-12.75,1399.72,0.013
3.02,-0.98,-7.22,1399.74,0.013
-0.08,-0.67,-10.98,1399.75,0.012
2.63,-0.43,-9.30,1399.76,0.014
-1.33,0.63,-12.36,1399.78,0.012
0.51,-0.24,-11.38,1399.79,0.013
-1.10,-0.27,-10.79,1399.80,0.012
0.47,-0.27,-9.22,1399.81,0.014
1.53,0.75,-9.89,1399.83,0.013
-0.35,0.00,-11.10,1399.84,0.012
0.08,0.47,-11.02,1399.85,0.014
0.94,-0.51,-10.08,1399.87,0.012
-0.24,0.08,-10.71,1399.88,0.013
0.59,-0.20,-10.08,1399.89,0.013
-0.31,0.63,-11.30,1399.90,0.013
-0.47,0.00,-10.79,1399.92,0.013
0.20,0.39,-9.61,1399.93,0.012
0.35,0.04,-10.43,1399.94,0.014
-0.27,0.16,-10.16,1399.96,0.012
0.16,-0.12,-10.28,1399.97,0.013
0.08,0.59,-10.51,1399.98,0.013
0.24,-0.08,-10.08,1399.99,0.013
0.04,-0.04,-9.85,1400.01,0.012
0.16,-0.12,-9.73,1400.02,0.014
0.00,0.04,-10.00,1400.03,0.012
-0.04,0.16,-9.81,1400.04,0.013
-0.08,0.16,-10.36,1400.06,0.012
0.00,0.47,-10.00,1400.07,0.014
0.08,0.08,-9.81,1400.08,0.013
0.08,-0.08,-9.85,1400.10,0.012
0.04,0.43,-9.89,1400.11,0.013
0.31,0.27,-10.16,1400.12,0.013
0.12,0.16,-10.00,1400.13,0.013
0.27,0.20,-10.47,1400.15,0.013
-0.08,0.12,-9.92,1400.16,0.013
0.08,0.08,-9.89,1400.17,0.012
-0.08,0.24,-10.47,1400.19,0.014
-0.08,0.27,-10.12,1400.20,0.012
-0.04,0.08,-9.92,1400.21,0.013
0.20,0.43,-10.28,1400.22,0.012
-0.31,0.24,-9.92,1400.24,0.014
0.04,-0.04,-9.81,1400.25,0.012
0.31,0.24,-9.92,1400.26,0.013
0.16,0.31,-10.59,1400.28,0.013
0.04,0.16,-9.85,1400.29,0.013
-0.12,-0.04,-9.85,1400.30,0.012
0.31,0.67,-10.90,1400.31,0.014
0.12,0.12,-10.16,1400.33,0.012
0.16,0.04,-9.89,1400.34,0.013
-0.12,0.12,-10.00,1400.35,0.012
0.04,-0.08,-9.53,1400.36,0.014
-0.04,0.08,-10.08,1400.38,0.012
0.24,0.31,-10.28,1400.39,0.013
0.24,0.12,-10.28,1400.40,0.013
0.08,0.04,-9.85,1400.42,0.013
0.12,-0.08,-10.04,1400.43,0.013
-0.20,0.12,-10.55,1400.44,0.013
0.08,0.04,-10.00,1400.45,0.013
0.08,0.08,-10.08,1400.47,0.012
-0.12,0.04,-10.40,1400.48,0.013
0.04,-0.08,-9.81,1400.49,0.013
0.39,0.24,-10.08,1400.51,0.013
-0.27,-0.20,-10.00,1400.52,0.012
-0.16,0.08,-10.12,1400.53,0.014
-0.12,0.12,-9.85,1400.54,0.012
-0.35,-0.16,-10.20,1400.56,0.013
-0.16,0.12,-10.51,1400.57,0.014
0.16,0.12,-10.63,1400.58,0.012
-0.24,0.24,-10.87,1400.60,0.013
0.59,0.08,-10.79,1400.61,0.012
-0.12,0.20,-10.51,1400.62,0.014
0.08,0.43,-10.87,1400.63,0.012
0.08,0.00,-10.47,1400.65,0.013
-0.20,0.16,-10.98,1400.66,0.014
0.24,-0.04,-10.75,1400.67,0.012
0.00,0.35,-9.96,1400.69,0.013
-0.24,0.04,-10.67,1400.70,0.013
-0.31,0.20,-10.51,1400.71,0.013
0.27,0.39,-10.94,1400.72,0.012
0.27,0.20,-10.51,1400.74,0.013
-0.27,-0.04,-10.55,1400.75,0.014
0.27,-0.08,-10.43,1400.76,0.012
1.61,-2.75,-9.53,1400.77,0.013
-1.33,1.26,-9.14,1400.79,0.013
1.45,0.55,-10.28,1400.80,0.013
0.27,0.51,-10.55,1400.81,0.012
1.02,-0.16,-9.30,1400.83,0.014
0.47,0.24,-9.49,1400.84,0.012
-0.43,-0.35,-9.38,1400.85,0.013
1.02,1.02,-8.04,1400.86,0.012
-0.35,0.51,-9.49,1400.88,0.013
-0.47,0.31,-9.14,1400.89,0.012
0.31,-0.27,-9.57,1400.90,0.013
0.04,-0.16,-9.38,1400.91,0.013
0.08,0.24,-8.75,1400.93,0.013
-0.20,0.20,-9.34,1400.94,0.012
0.94,0.20,-8.51,1400.95,0.014
-0.27,-0.04,-10.04,1400.97,0.012
0.12,-0.04,-8.87,1400.98,0.013
-0.27,0.12,-9.65,1400.99,0.012
-0.78,0.43,-9.73,1401.00,0.014
0.90,0.63,-8.79,1401.02,0.012
-0.04,-0.08,-9.22,1401.03,0.013
0.24,0.16,-9.30,1401.04,0.013
-0.08,0.20,-10.16,1401.05,0.013
0.08,0.27,-9.77,1401.07,0.012
0.08,0.00,-9.92,1401.08,0.014
-0.31,-0.20,-10.24,1401.09,0.012
0.04,0.16,-10.51,1401.11,0.013
0.04,0.24,-10.00,1401.12,0.012
0.35,0.31,-10.28,1401.13,0.014
-0.04,0.24,-10.00,1401.14,0.013
0.16,0.00,-9.61,1401.16,0.012
-0.04,-0.08,-10.08,1401.17,0.014
0.27,0.12,-9.92,1401.18,0.012
-0.04,0.12,-10.00,1401.20,0.013
0.00,0.31,-10.24,1401.21,0.013
0.51,0.43,-10.16,1401.22,0.013
0.04,-0.12,-9.57,1401.23,0.012
0.16,-0.04,-9.77,1401.25,0.013
-0.04,0.63,-10.24,1401.26,0.013
0.04,-0.08,-10.24,1401.27,0.013
-0.08,-0.04,-9.65,1401.28,0.012
0.04,-0.04,-9.69,1401.30,0.014
0.20,0.00,-9.69,1401.31,0.012
0.12,0.08,-10.16,1401.32,0.013
0.12,0.04,-10.08,1401.34,0.013
0.27,0.16,-9.96,1401.35,0.013
0.12,0.16,-9.85,1401.36,0.012
-0.08,0.04,-10.20,1401.37,0.013
-0.08,-0.39,-9.85,1401.39,0.013
-0.08,0.12,-9.96,1401.40,0.013
0.27,0.16,-9.96,1401.41,0.012
-0.08,0.00,-9.85,1401.43,0.014
0.24,-0.08,-10.00,1401.44,0.012
0.00,0.20,-10.16,1401.45,0.013
-0.04,-0.08,-9.85,1401.46,0.013
0.20,0.04,-9.89,1401.48,0.013
0.04,0.04,-9.89,1401.49,0.012
0.04,0.08,-9.96,1401.50,0.013
-0.27,0.00,-9.81,1401.51,0.013
0.16,0.12,-9.92,1401.53,0.013
0.08,0.16,-10.04,1401.54,0.012
-0.08,-0.39,-9.73,1401.55,0.014
-0.16,-0.08,-9.65,1401.57,0.012
-0.04,-0.04,-9.96,1401.58,0.013
0.12,-0.31,-9.65,1401.59,0.013
0.00,-0.12,-9.53,1401.60,0.013
0.16,0.20,-9.92,1401.62,0.012
-0.04,0.04,-10.43,1401.63,0.013
0.16,-0.16,-9.85,1401.64,0.013
0.00,0.12,-9.53,1401.66,0.013
0.39,0.12,-9.45,1401.67,0.012
0.27,0.16,-9.02,1401.68,0.014
-0.04,0.00,-9.45,1401.69,0.012
0.35,-0.08,-9.18,1401.71,0.013
0.12,-0.39,-9.30,1401.72,0.013
0.31,0.08,-9.22,1401.73,0.013
0.31,-0.04,-8.43,1401.74,0.012
-0.16,0.00,-8.43,1401.76,0.012
0.59,0.24,-9.10,1401.77,0.013
-0.20,-0.20,-9.65,1401.78,0.012
0.35,0.24,-9.06,1401.79,0.013
0.16,-0.27,-9.02,1401.81,0.013
0.00,0.27,-8.94,1401.82,0.013
0.08,0.04,-8.90,1401.83,0.012
-0.16,-0.24,-9.57,1401.85,0.014
0.35,-0.04,-9.10,1401.86,0.012
-0.04,0.12,-8.87,1401.87,0.013
-0.08,0.08,-8.79,1401.88,0.012
0.08,0.47,-9.81,1401.90,0.014
0.08,0.24,-9.96,1401.91,0.012
-0.27,-0.08,-10.59,1401.92,0.013
-20.08,9.65,-10.94,1401.93,0.013
4.71,-0.75,-6.24,1401.95,0.013
-0.43,0.82,-9.02,1401.96,0.012
-1.53,-1.22,-11.30,1401.97,0.014
-0.90,-0.35,-12.47,1401.99,0.013
1.06,-0.51,-11.69,1402.00,0.012
-1.41,0.16,-12.08,1402.01,0.013
0.94,0.08,-9.02,1402.02,0.013
0.31,1.06,-10.36,1402.04,0.013
-0.51,-0.31,-12.04,1402.05,0.012
0.35,0.16,-10.12,1402.06,0.014
0.31,-0.51,-10.40,1402.08,0.013
-0.39,0.35,-9.96,1402.09,0.012
-0.24,-0.35,-9.85,1402.10,0.014
0.16,0.71,-10.63,1402.11,0.012
0.16,0.31,-11.06,1402.13,0.013
-0.16,0.08,-9.89,1402.14,0.013
0.04,-0.43,-10.00,1402.15,0.013
0.20,0.47,-10.20,1402.17,0.013
0.35,0.35,-10.20,1402.18,0.012
0.20,0.20,-9.96,1402.19,0.014
0.00,-0.35,-9.73,1402.20,0.012
0.20,0.51,-10.12,1402.22,0.013
0.16,0.04,-9.96,1402.23,0.013
0.00,-0.12,-9.69,1402.24,0.013
0.20,0.16,-9.89,1402.25,0.012
-0.43,0.20,-10.16,1402.27,0.013
-0.04,0.12,-9.77,1402.28,0.013
-0.27,0.00,-10.36,1402.29,0.013
0.31,0.24,-9.77,1402.31,0.012
0.04,0.00,-9.85,1402.32,0.014
0.31,-0.08,-9.77,1402.33,0.012
0.12,0.00,-10.04,1402.34,0.013
0.04,0.20,-10.12,1402.36,0.013
-0.08,-0.04,-9.85,1402.37,0.013
0.24,0.12,-10.24,1402.38,0.012
0.08,0.08,-9.89,1402.39,0.013
0.00,-0.08,-9.77,1402.41,0.013
0.20,0.08,-10.00,1402.42,0.013
0.04,0.16,-10.04,1402.43,0.012
0.08,0.08,-9.89,1402.45,0.014
0.20,-0.08,-9.92,1402.46,0.012
0.00,-0.20,-10.20,1402.47,0.013
-0.12,0.20,-9.85,1402.48,0.013
-0.20,-0.20,-9.61,1402.50,0.013
0.27,0.12,-9.96,1402.51,0.012
0.04,0.04,-9.89,1402.52,0.013
0.20,0.20,-9.96,1402.54,0.013
